Site,Quadrat,Height,Latitude,Longitude,Day,Month,Year,Slope,Aspect,Substrate,Relief,Observer,Species Code,Square,Measurement,Measurement Type,Group,Classification,Size,Distinctive trait,Common name,Vocabulary,Unique Identifier,Name,CATAMI Unique Identifier,CATAMI Name,CATAMI Version
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CYPU,4,1,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CYPU,7,2,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CYPU,8,2,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CYPU,11,1,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CYPU,13,1,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CYPU,16,1,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CYPU,17,1,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CYPU,21,1,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CYPU,22,1,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,GRTI,11,1,Percent Cover,Erect Red Algae,Gracilaria tikvahiae,NA,"thick small tubes, rubbery",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,OBSP,14,0.1,Percent Cover,Medusozoa,Obelia spp.,NA,"delicate, zigzag",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,OBSP,15,0.1,Percent Cover,Medusozoa,Obelia spp.,NA,"delicate, zigzag",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,OBSP,18,0.1,Percent Cover,Medusozoa,Obelia spp.,NA,"delicate, zigzag",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,SEBA,1,0.1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,SEBA,10,0.1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,SEBA,17,0.1,Percent Cover,Crustaceans,Semobalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,1,2,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,2,2,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,3,3,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,4,1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,5,1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,6,1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,7,0.1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,8,1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,9,2,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,10,0.1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,11,1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,12,1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,13,1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,14,3,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,15,1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,16,2,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,17,2,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,18,1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,19,1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,21,0.1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,22,1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,23,1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,24,1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PHLE,25,1,Percent Cover,Red Algal Crusts,Phymatolithon lenormandii,NA,"pale pink crust, bumpy/pitted",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CLCI,8,1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CLCI,9,0.1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CLCI,10,0.1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CLCI,12,1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CLCI,13,1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CLCI,14,0.1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CLCI,17,1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CLCI,18,0.1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CLCI,20,1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CLCI,21,0.1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CLCI,24,0.1,Percent Cover,Red Algal Crusts,Clathromorphum circumscriptum,NA,"layers, smooth and thick",NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,BOVI,17,1,Percent Cover,Tunicates,Botrylloides violaceus,NA,"orange, thin, fleshy",orange sheath tunicate,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,BOVI,23,0.1,Percent Cover,Tunicates,Botrylloides violaceus,NA,"orange, thin, fleshy",orange sheath tunicate,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,1,2,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,2,1,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,3,1,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,4,1,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,6,3,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,7,1,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,9,2,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,12,3,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,13,2,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,14,2,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,15,3,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,18,1,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,21,3,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,22,3,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,23,2,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,24,5,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,LILI,25,2,Count,Gastropods,Littorina littorea,NA,Common winkle,Periwinkle Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PALO,4,1,Count,Crustaceans,Pagurus longicarpus,NA,hermit crab,NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PALO,8,1,Count,Crustaceans,Pagurus longicarpus,NA,hermit crab,NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PALO,19,1,Count,Crustaceans,Pagurus longicarpus,NA,hermit crab,NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,PALO,23,1,Count,Crustaceans,Pagurus longicarpus,NA,hermit crab,NA,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CF,2,1,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CF,3,2,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CF,4,2,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CF,6,1,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CF,9,5,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CF,10,5,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CF,14,1,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CF,16,1,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CF,17,6,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CF,20,6,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CF,21,1,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CF,22,1,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CF,23,4,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Georges,6,Low,42.3222,-70.927354,27,6,2021,2,60,Shell Hash,Low,Byrnes,CF,25,2,Count,Gastropods,Crepidula fornicata,NA,"whitish, brown markings, off-center apex",Slipper Snail,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,CYPU,2,3,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,CYPU,3,2,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,CYPU,8,1,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,CYPU,10,1,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,CYPU,15,1,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,CYPU,17,3,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,CYPU,18,11,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,CYPU,19,3,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,CYPU,23,1,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,CYPU,24,2,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,CYPU,25,3,Percent Cover,Erect Red Algae,Cystoclonium purpureum,NA,"bristly, cylindrical fronds, short branches or curly tendrils",Purple claw weed,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,SL,11,2,Percent Cover,Brown Algae,Saccharina latissima,NA,lasagna-like blade,Sugar Kelp,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,SL,12,2,Percent Cover,Brown Algae,Saccharina latissima,NA,lasagna-like blade,Sugar Kelp,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,SL,13,3,Percent Cover,Brown Algae,Saccharina latissima,NA,lasagna-like blade,Sugar Kelp,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,SL,14,3,Percent Cover,Brown Algae,Saccharina latissima,NA,lasagna-like blade,Sugar Kelp,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,SL,15,3,Percent Cover,Brown Algae,Saccharina latissima,NA,lasagna-like blade,Sugar Kelp,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,SL,19,1,Percent Cover,Brown Algae,Saccharina latissima,NA,lasagna-like blade,Sugar Kelp,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,SL,20,2,Percent Cover,Brown Algae,Saccharina latissima,NA,lasagna-like blade,Sugar Kelp,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,MAST,3,1,Percent Cover,Erect Red Algae,Mastocarpus stellatus,NA,"pappilate, channeled fronds",false irish moss,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,MAST,6,2,Percent Cover,Erect Red Algae,Mastocarpus stellatus,NA,"pappilate, channeled fronds",false irish moss,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,MAST,7,1,Percent Cover,Erect Red Algae,Mastocarpus stellatus,NA,"pappilate, channeled fronds",false irish moss,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,MAST,11,0.1,Percent Cover,Erect Red Algae,Mastocarpus stellatus,NA,"pappilate, channeled fronds",false irish moss,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,MAST,13,1,Percent Cover,Erect Red Algae,Mastocarpus stellatus,NA,"pappilate, channeled fronds",false irish moss,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,MAST,16,0.1,Percent Cover,Erect Red Algae,Mastocarpus stellatus,NA,"pappilate, channeled fronds",false irish moss,NA,NA,NA,NA,NA,NA
Georges,5,Low,42.322004,-70.927411,27,6,2021,3,5,Cobble,Flat,Byrnes,MAST,18,1,Percent Cover,Erect Red Algae,Mastocarpus stellatus,NA,"pappilate, channeled fronds",false irish moss,NA,NA,NA,NA,NA,NA
